Frase,Gabarito (Gold),Claude_sonnet5,respostaGrok4.0Fast,respostasGemini3.1Pro,respostas_gpt5.5_mini
"Posteriormente, a Universal Pictures adquiriu os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal, como Mulholland Drive (que recebeu uma indicação a o Oscar) e Brotherhood of the Wolf (que se tornou o segundo filme em francês de maior bilheteria em os Estados Unidos desde 1980).","a Universal Pictures → adquiriu → os direitos de distribuição em os Estados Unidos
a Universal Pictures → adquiriu → os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal","✓ a Universal Pictures → adquiriu → os direitos de distribuição nos Estados Unidos de vários filmes do StudioCanal
✗ Mulholland Drive → recebeu → uma indicação ao Oscar
✗ Brotherhood of the Wolf → se tornou → o segundo filme em francês de maior bilheteria nos Estados Unidos desde 1980",✓✓ a Universal Pictures → adquiriu → os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal,"✗ a Universal Pictures → adquiriu → os direitos de distribuição de vários filmes de o StudioCanal
✓✓ a Universal Pictures → adquiriu → os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal
✗ Mulholland Drive → recebeu → uma indicação a o Oscar","✓✓ a Universal Pictures → adquiriu → os direitos de distribuição em os Estados Unidos de vários filmes de o StudioCanal
✗ a Universal Pictures → adquiriu os direitos de distribuição em os Estados Unidos de → Mulholland Drive
✗ Mulholland Drive → recebeu → uma indicação a o Oscar
✗ a Universal Pictures → adquiriu os direitos de distribuição em os Estados Unidos de → Brotherhood of the Wolf
✗ Brotherhood of the Wolf → tornou-se → o segundo filme em francês de maior bilheteria em os Estados Unidos desde 1980"
"Alexander Bell nasceu em Edimburgo, Escócia, em 3 de março de 1847.",Alexander Bell → nasceu em → Edimburgo,"✗ Alexander Bell → nasceu em → Edimburgo, Escócia
✗ Alexander Bell → nasceu em → 3 de março de 1847","✗ Alexander Bell → nasceu em → Edimburgo, Escócia, em 3 de março de 1847","✓✓ Alexander Bell → nasceu em → Edimburgo
✗ Alexander Bell → nasceu em → 1847
✗ Alexander Bell → nasceu em → 3 de março de 1847","✗ Alexander Bell → nasceu em → Edimburgo, Escócia
✗ Alexander Bell → nasceu em → 3 de março de 1847"
"Em 1865, quando a família Bell se mudou para Londres, Bell retornou a Weston House como assistente de mestre e, em suas horas vagas, continuou as experiências sonoras com o mínimo de equipamento de laboratório.","Bell → retornou a → Weston House
Bell → retornou a → Weston House como assistente de mestre
a família Bell → se mudou para → Londres","✓✓ a família Bell → se mudou para → Londres
✗ a família Bell → se mudou para Londres em → 1865
✓✓ Bell → retornou a → Weston House
✗ Bell → retornou a Weston House como → assistente de mestre
✗ Bell → continuou → as experiências sonoras com o mínimo de equipamento de laboratório",✓✓ Bell → retornou a → Weston House como assistente de mestre,"✓✓ Bell → retornou a → Weston House
✓✓ a família Bell → se mudou para → Londres","✗ a família Bell → mudou-se para → Londres
✓✓ Bell → retornou a → Weston House
✓✓ Bell → retornou a → Weston House como assistente de mestre
✗ Bell → continuou → as experiências sonoras
✗ Bell → continuou com → o mínimo de equipamento de laboratório"
"No entanto, em maio de 1870, Melville morreu de complicações devido a a tuberculose, causando uma crise familiar.",Melville → morreu de → complicações devido a a tuberculose,"✓ Melville → morreu de → complicações devido à tuberculose
✗ Melville → morreu em → maio de 1870
✗ a morte de Melville → causou → uma crise familiar",✗ Melville → morreu de → complicações devido a a tuberculose em maio de 1870,✓✓ Melville → morreu de → complicações devido a a tuberculose,"✓✓ Melville → morreu de → complicações devido a a tuberculose
✗ a morte de Melville → causou → uma crise familiar"
"Depois que a família se estabeleceu, Bell e seu pai fizeram planos para estabelecer uma prática de ensino e, em 1871, ele acompanhou seu pai a Montreal, onde foi oferecido a Melville uma posição para ensinar seu Sistema de Fala Visível.",Bell e seu pai → fizeram → planos para estabelecer uma prática de ensino,"✓✓ Bell e seu pai → fizeram → planos para estabelecer uma prática de ensino
✗ Bell → acompanhou seu pai a → Montreal
✗ Bell → acompanhou seu pai a Montreal em → 1871
✗ Melville → recebeu oferta de → uma posição para ensinar seu Sistema de Fala Visível",✗ Bell → acompanhou seu pai a → Montreal em 1871,✗ Bell → acompanhou → seu pai,"✗ Bell e seu pai → fizeram planos para → estabelecer uma prática de ensino
✗ Bell → acompanhou → seu pai
✗ Bell → acompanhou seu pai a → Montreal
✗ a Melville → foi oferecida → uma posição para ensinar seu Sistema de Fala Visível"
"Em 10 de novembro de 2014, o presidente Barack Obama recomendou que a FCC reclassificasse o serviço de Internet de banda larga como um serviço de telecomunicações, a fim de preservar a neutralidade de a rede.",o presidente Barack Obama → recomendou → que a FCC reclassificasse o serviço de Internet de banda larga,"✗ o presidente Barack Obama → recomendou que → a FCC reclassificasse o serviço de Internet de banda larga como um serviço de telecomunicações
✗ o presidente Barack Obama → fez a recomendação em → 10 de novembro de 2014",✓✓ o presidente Barack Obama → recomendou → que a FCC reclassificasse o serviço de Internet de banda larga,✓ o presidente Barack Obama → recomendou → que a FCC reclassificasse o serviço de Internet de banda larga como um serviço de telecomunicações,"✗ o presidente Barack Obama → recomendou que → a FCC reclassificasse o serviço de Internet de banda larga como um serviço de telecomunicações
✗ o presidente Barack Obama → recomendou a → a preservação da neutralidade da rede"
"Em 26 de fevereiro de 2015, a FCC decidiu a favor de a neutralidade de a rede, adotando o Título II (operadora comum) de a Lei de Comunicações de 1934 e a Seção 706 de a Lei de Telecomunicações de 1996 em a Internet.","⚠ a FCC → decidiu a → favor de a neutralidade de a rede
a FCC → decidiu a favor de → a neutralidade de a rede","✓ a FCC → decidiu a favor de → a neutralidade da rede
✗ a FCC → decidiu a favor da neutralidade da rede em → 26 de fevereiro de 2015
✗ a FCC → adotou → o Título II da Lei de Comunicações de 1934
✗ a FCC → adotou → a Seção 706 da Lei de Telecomunicações de 1996",✗ a FCC → decidiu a favor de → a neutralidade de a rede em 26 de fevereiro de 2015,✓✓ a FCC → decidiu a favor de → a neutralidade de a rede,"✓ a FCC → decidiu a favor de → a neutralidade da rede
✗ a FCC → adotou → o Título II (operadora comum) da Lei de Comunicações de 1934
✗ a FCC → adotou → a Seção 706 da Lei de Telecomunicações de 1996"
"Ao sair de a Universidade de Oxford, em 1676, Edmond Halley visitou Santa Helena e montou um observatório astronômico com um telescópio aéreo de 7,3 metros de comprimento com a intenção de estudar estrelas de o Hemisfério Sul.",Edmond Halley → visitou → Santa Helena,"✗ Edmond Halley → saiu de → a Universidade de Oxford
✗ Edmond Halley → saiu da Universidade de Oxford em → 1676
✓✓ Edmond Halley → visitou → Santa Helena
✗ Edmond Halley → montou → um observatório astronômico com um telescópio aéreo de 7,3 metros de comprimento
✗ Edmond Halley → tinha a intenção de estudar → estrelas do Hemisfério Sul",✓✓ Edmond Halley → visitou → Santa Helena,"✓✓ Edmond Halley → visitou → Santa Helena
✗ Edmond Halley → montou → um observatório astronômico","✗ Edmond Halley → saiu de → a Universidade de Oxford
✓✓ Edmond Halley → visitou → Santa Helena
✗ Edmond Halley → montou → um observatório astronômico
✗ Edmond Halley → montou com → um telescópio aéreo de 7,3 metros de comprimento
✗ Edmond Halley → quis estudar → estrelas do Hemisfério Sul"
"Em 11 de abril de 1898, o americano Joshua Slocum, em seu famoso e épico solo, a viagem mundial chegou a Jamestown.",Joshua Slocum → chegou a → Jamestown,"✗ Joshua Slocum → é → o americano
✓✓ Joshua Slocum → chegou a → Jamestown
✗ Joshua Slocum → chegou a Jamestown em → 11 de abril de 1898
✗ Joshua Slocum → chegou a Jamestown durante → sua famosa e épica viagem mundial solo",✗ Joshua Slocum → chegou a → Jamestown em 11 de abril de 1898,✓✓ Joshua Slocum → chegou a → Jamestown,"✓✓ Joshua Slocum → chegou a → Jamestown
✗ Joshua Slocum → fez → sua famosa e épica viagem mundial solo"
"Em 1840, Santa Helena tornou-se uma estação de abastecimento de o Esquadrão Britânico de a África Ocidental, impedindo a escravidão em o Brasil (principalmente), e muitos milhares de escravos foram libertados em a ilha.",Santa Helena → tornou-se → uma estação de abastecimento de o Esquadrão Britânico de a África Ocidental,"✓ Santa Helena → tornou-se → uma estação de abastecimento do Esquadrão Britânico da África Ocidental
✗ Santa Helena → tornou-se uma estação de abastecimento do Esquadrão Britânico da África Ocidental em → 1840
✗ muitos milhares de escravos → foram libertados em → a ilha",✓ Santa Helena → tornou-se → uma estação de abastecimento de o Esquadrão Britânico de a África Ocidental em 1840,"✓✓ Santa Helena → tornou-se → uma estação de abastecimento de o Esquadrão Britânico de a África Ocidental
✗ muitos milhares de escravos → foram libertados em → a ilha","✓ Santa Helena → tornou-se → uma estação de abastecimento do Esquadrão Britânico da África Ocidental
✗ Santa Helena → impediu → a escravidão em o Brasil
✗ muitos milhares de escravos → foram libertados em → a ilha"
"A maioria de os residentes pertence a a Comunhão Anglicana e é membro de a Diocese de Santa Helena, que tem seu próprio bispo e inclui a Ilha de a Ascensão.",A maioria de os residentes → pertence a → a Comunhão Anglicana,"✓ A maioria dos residentes → pertence a → a Comunhão Anglicana
✗ A maioria dos residentes → é membro de → a Diocese de Santa Helena
✗ a Diocese de Santa Helena → tem → seu próprio bispo
✗ a Diocese de Santa Helena → inclui → a Ilha da Ascensão",✓✓ A maioria de os residentes → pertence a → a Comunhão Anglicana,"✓✓ A maioria de os residentes → pertence a → a Comunhão Anglicana
✗ A maioria de os residentes → é membro de → a Diocese de Santa Helena","✓✓ A maioria de os residentes → pertence a → a Comunhão Anglicana
✗ A maioria de os residentes → é membro de → a Diocese de Santa Helena
✗ a Diocese de Santa Helena → tem → seu próprio bispo
✗ a Diocese de Santa Helena → inclui → a Ilha de a Ascensão"
"A SURE fornece o serviço de telecomunicações em o território por meio de uma rede telefônica digital baseada em cobre, incluindo serviço de banda larga ADSL.","A SURE → fornece → o serviço de telecomunicações
A SURE → fornece → o serviço de telecomunicações em o território
⚠ A SURE → fornece → o serviço de telecomunicações em o território por meio de uma rede telefônica digital baseada em cobre","✓ A SURE → fornece → o serviço de telecomunicações no território
✗ A SURE → fornece o serviço de telecomunicações por meio de → uma rede telefônica digital baseada em cobre
✗ a rede telefônica digital baseada em cobre → inclui → serviço de banda larga ADSL",✓✓ A SURE → fornece → o serviço de telecomunicações em o território,✓✓ A SURE → fornece → o serviço de telecomunicações em o território,"✓✓ A SURE → fornece → o serviço de telecomunicações em o território
✗ A SURE → fornece por meio de → uma rede telefônica digital baseada em cobre
✗ A SURE → inclui → serviço de banda larga ADSL"
As despesas públicas aumentaram de 10 milhões de libras em 2001-02 para 12 milhões de libras em 2005-06 para 28 milhões de libras em 2012-13.,As despesas públicas → aumentaram de → 10 milhões de libras em 2001-02 para 12 milhões de libras em 2005-06,"✗ As despesas públicas → eram → 10 milhões de libras em 2001-02
✗ As despesas públicas → aumentaram para → 12 milhões de libras em 2005-06
✗ As despesas públicas → aumentaram para → 28 milhões de libras em 2012-13","✓ As despesas públicas → aumentaram de → 10 milhões de libras em 2001-02
✗ As despesas públicas → aumentaram para → 28 milhões de libras em 2012-13",(nenhuma extração),"✓ As despesas públicas → aumentaram de → 10 milhões de libras em 2001-02
✗ As despesas públicas → aumentaram para → 12 milhões de libras em 2005-06
✗ As despesas públicas → aumentaram para → 28 milhões de libras em 2012-13"
